region,season,quadrat,species,sex,stage,is_gravid,carapace_width,carapace_length,front_width,left_claw_length,right_claw_length
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,69.0,52.0,52.0,27.0,35.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,72.0,55.0,34.0,37.0,47.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,63.0,49.0,34.0,29.0,35.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,57.0,43.0,35.0,26.0,26.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,75.0,58.0,28.0,36.0,36.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,55.0,42.0,24.0,29.0,34.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,79.0,60.0,37.0,38.0,43.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,72.0,55.0,50.0,30.0,29.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,48.0,37.0,25.0,28.0,24.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,72.0,55.0,47.0,46.0,35.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,79.0,60.0,54.0,39.0,30.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,True,71.0,55.0,41.0,39.0,33.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,41.0,32.0,19.0,27.0,24.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,68.0,52.0,51.0,33.0,32.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,78.0,59.0,49.0,30.0,39.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,74.0,57.0,34.0,43.0,39.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,59.0,45.0,31.0,23.0,28.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,50.0,39.0,35.0,19.0,27.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,54.0,41.0,22.0,27.0,27.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,55.0,42.0,24.0,31.0,25.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,True,78.0,59.0,46.0,35.0,40.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,42.0,33.0,30.0,22.0,25.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,51.0,40.0,36.0,28.0,20.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,74.0,56.0,33.0,40.0,37.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,73.0,55.0,32.0,41.0,34.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,60.0,45.0,42.0,28.0,32.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,41.0,32.0,16.0,18.0,25.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,67.0,52.0,32.0,33.0,34.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,62.0,47.0,47.0,29.0,31.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,48.0,36.0,27.0,29.0,23.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,69.0,53.0,40.0,39.0,35.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,69.0,53.0,52.0,31.0,42.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,63.0,49.0,28.0,31.0,27.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,70.0,54.0,40.0,34.0,32.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,70.0,53.0,40.0,42.0,35.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,45.0,35.0,28.0,22.0,27.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,60.0,46.0,39.0,28.0,33.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,61.0,47.0,29.0,22.0,24.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,True,52.0,40.0,21.0,26.0,36.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,56.0,43.0,40.0,33.0,33.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,52.0,40.0,30.0,25.0,25.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,51.0,39.0,28.0,24.0,28.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,55.0,42.0,23.0,29.0,26.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,64.0,49.0,33.0,28.0,34.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,True,48.0,38.0,25.0,25.0,26.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,80.0,61.0,51.0,42.0,45.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,49.0,38.0,39.0,20.0,20.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,71.0,54.0,44.0,39.0,38.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,66.0,51.0,38.0,33.0,40.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,59.0,46.0,37.0,34.0,36.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,67.0,52.0,44.0,39.0,37.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,51.0,39.0,37.0,22.0,27.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,48.0,36.0,42.0,22.0,29.0
Ria de Alvor,summer,1,Afruca farensis,female,adult,False,66.0,51.0,29.0,33.0,32.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,20.0,17.0,15.0,10.0,12.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,20.0,16.0,11.0,11.0,8.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,28.0,22.0,16.0,11.0,17.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,26.0,21.0,13.0,11.0,10.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,20.0,16.0,15.0,9.0,8.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,22.0,17.0,13.0,13.0,8.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,29.0,24.0,17.0,14.0,15.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,27.0,22.0,15.0,11.0,15.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,17.0,14.0,9.0,12.0,10.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,22.0,17.0,9.0,12.0,8.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,27.0,21.0,14.0,18.0,8.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,21.0,17.0,12.0,10.0,10.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,17.0,13.0,8.0,12.0,7.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,28.0,22.0,22.0,12.0,12.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,25.0,19.0,13.0,12.0,9.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,24.0,19.0,17.0,11.0,15.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,24.0,19.0,12.0,11.0,17.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,25.0,20.0,17.0,16.0,13.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,21.0,17.0,15.0,14.0,11.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,29.0,23.0,14.0,18.0,11.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,20.0,16.0,11.0,10.0,19.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,24.0,19.0,10.0,14.0,19.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,19.0,16.0,12.0,12.0,10.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,19.0,15.0,9.0,10.0,8.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,17.0,14.0,12.0,7.0,8.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,23.0,19.0,17.0,11.0,12.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,29.0,23.0,18.0,17.0,11.0
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,False,26.0,20.0,15.0,9.0,11.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,42.0,33.0,33.0,22.0,23.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,37.0,28.0,22.0,19.0,17.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,31.0,24.0,21.0,14.0,14.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,41.0,32.0,26.0,20.0,16.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,29.0,22.0,17.0,14.0,13.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,37.0,29.0,16.0,15.0,15.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,29.0,23.0,15.0,14.0,15.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,31.0,24.0,22.0,16.0,17.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,30.0,23.0,17.0,12.0,20.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,38.0,30.0,17.0,17.0,27.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,34.0,26.0,19.0,13.0,18.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,40.0,30.0,23.0,19.0,17.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,27.0,21.0,17.0,16.0,12.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,31.0,25.0,17.0,12.0,10.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,29.0,22.0,15.0,15.0,15.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,38.0,29.0,25.0,20.0,19.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,42.0,33.0,29.0,26.0,22.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,26.0,21.0,13.0,10.0,12.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,38.0,31.0,16.0,24.0,24.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,40.0,31.0,21.0,20.0,18.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,30.0,23.0,12.0,16.0,15.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,38.0,30.0,19.0,18.0,22.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,28.0,22.0,12.0,12.0,12.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,37.0,29.0,21.0,16.0,25.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,31.0,24.0,17.0,12.0,15.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,33.0,25.0,26.0,15.0,14.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,29.0,22.0,22.0,15.0,17.0
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,False,39.0,31.0,23.0,20.0,18.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,40.0,31.0,28.0,18.0,50.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,36.0,28.0,20.0,20.0,45.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,45.0,35.0,31.0,19.0,65.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,50.0,39.0,21.0,23.0,66.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,41.0,31.0,16.0,19.0,59.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,54.0,41.0,33.0,30.0,71.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,44.0,34.0,19.0,19.0,65.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,54.0,42.0,31.0,36.0,81.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,37.0,28.0,16.0,17.0,52.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,52.0,40.0,36.0,23.0,77.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,49.0,37.0,34.0,26.0,88.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,45.0,34.0,27.0,21.0,54.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,50.0,38.0,19.0,27.0,78.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,51.0,39.0,36.0,24.0,65.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,35.0,27.0,24.0,18.0,49.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,36.0,29.0,24.0,15.0,60.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,53.0,41.0,30.0,24.0,79.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,32.0,25.0,20.0,12.0,59.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,37.0,29.0,19.0,18.0,44.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,39.0,30.0,30.0,20.0,51.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,35.0,27.0,25.0,19.0,42.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,45.0,35.0,30.0,27.0,63.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,49.0,38.0,36.0,28.0,74.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,48.0,37.0,21.0,21.0,57.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,43.0,33.0,19.0,17.0,67.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,55.0,42.0,26.0,73.0,65.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,52.0,40.0,32.0,26.0,83.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,51.0,38.0,41.0,19.0,79.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,40.0,31.0,28.0,21.0,47.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,53.0,41.0,40.0,25.0,75.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,52.0,41.0,32.0,32.0,82.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,39.0,31.0,31.0,16.0,59.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,32.0,25.0,21.0,16.0,49.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,46.0,36.0,35.0,20.0,21.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,44.0,35.0,17.0,21.0,63.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,38.0,30.0,15.0,21.0,48.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,42.0,33.0,30.0,26.0,53.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,40.0,31.0,23.0,19.0,44.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,53.0,41.0,36.0,28.0,58.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,43.0,34.0,30.0,20.0,62.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,42.0,33.0,34.0,19.0,23.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,50.0,38.0,26.0,17.0,64.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,50.0,38.0,29.0,26.0,60.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,34.0,26.0,23.0,21.0,42.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,53.0,41.0,24.0,22.0,66.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,53.0,41.0,42.0,37.0,74.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,52.0,40.0,25.0,25.0,78.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,44.0,34.0,27.0,21.0,55.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,34.0,26.0,24.0,13.0,35.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,53.0,42.0,30.0,31.0,73.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,35.0,27.0,17.0,20.0,47.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,50.0,38.0,30.0,21.0,65.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,45.0,35.0,34.0,24.0,57.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,55.0,42.0,37.0,31.0,90.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,46.0,35.0,31.0,25.0,59.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,51.0,40.0,23.0,32.0,73.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,37.0,29.0,25.0,17.0,50.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,41.0,32.0,19.0,24.0,53.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,40.0,31.0,17.0,22.0,44.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,56.0,43.0,30.0,27.0,86.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,44.0,34.0,28.0,26.0,75.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,39.0,30.0,28.0,16.0,55.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,54.0,41.0,28.0,22.0,72.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,49.0,38.0,31.0,23.0,59.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,40.0,31.0,24.0,19.0,44.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,47.0,36.0,28.0,32.0,65.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,44.0,34.0,24.0,24.0,68.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,43.0,33.0,18.0,24.0,60.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,36.0,28.0,22.0,15.0,42.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,41.0,32.0,23.0,18.0,62.0
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,False,56.0,43.0,21.0,26.0,71.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,67.0,51.0,48.0,30.0,88.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,80.0,61.0,36.0,42.0,101.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,104.0,79.0,66.0,45.0,141.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,68.0,54.0,49.0,31.0,92.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,58.0,46.0,47.0,27.0,100.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,94.0,71.0,43.0,47.0,155.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,103.0,79.0,77.0,50.0,132.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,78.0,59.0,40.0,44.0,108.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,70.0,53.0,49.0,31.0,108.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,69.0,52.0,49.0,45.0,109.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,100.0,75.0,52.0,43.0,127.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,101.0,77.0,47.0,53.0,140.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,73.0,55.0,52.0,38.0,103.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,81.0,62.0,56.0,39.0,122.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,58.0,44.0,38.0,27.0,84.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,99.0,75.0,54.0,48.0,138.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,96.0,73.0,41.0,49.0,127.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,62.0,47.0,29.0,23.0,95.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,111.0,84.0,95.0,57.0,160.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,107.0,82.0,54.0,55.0,179.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,57.0,44.0,24.0,31.0,76.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,87.0,67.0,48.0,56.0,43.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,108.0,82.0,56.0,52.0,155.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,101.0,77.0,60.0,46.0,139.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,88.0,67.0,71.0,46.0,115.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,109.0,83.0,57.0,49.0,138.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,91.0,69.0,70.0,53.0,147.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,98.0,76.0,64.0,49.0,134.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,99.0,75.0,40.0,47.0,137.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,91.0,70.0,51.0,65.0,125.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,95.0,73.0,55.0,39.0,126.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,70.0,55.0,52.0,30.0,98.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,60.0,46.0,32.0,31.0,98.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,87.0,66.0,66.0,40.0,132.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,69.0,53.0,47.0,42.0,87.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,57.0,45.0,42.0,25.0,68.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,84.0,64.0,41.0,40.0,105.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,81.0,62.0,60.0,37.0,118.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,73.0,55.0,54.0,33.0,109.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,70.0,54.0,34.0,35.0,96.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,96.0,73.0,48.0,40.0,51.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,59.0,45.0,39.0,30.0,77.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,106.0,80.0,65.0,59.0,61.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,111.0,85.0,50.0,63.0,146.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,73.0,55.0,58.0,41.0,92.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,97.0,74.0,56.0,45.0,135.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,100.0,76.0,42.0,46.0,137.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,59.0,45.0,41.0,30.0,93.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,91.0,69.0,36.0,46.0,140.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,83.0,63.0,54.0,44.0,37.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,91.0,69.0,42.0,44.0,134.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,103.0,78.0,49.0,57.0,159.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,102.0,78.0,59.0,50.0,147.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,72.0,55.0,43.0,30.0,102.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,72.0,55.0,50.0,48.0,91.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,93.0,70.0,40.0,45.0,133.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,105.0,80.0,64.0,41.0,141.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,76.0,59.0,47.0,31.0,105.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,88.0,67.0,41.0,54.0,128.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,60.0,47.0,34.0,35.0,69.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,82.0,63.0,50.0,39.0,131.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,65.0,50.0,44.0,32.0,99.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,82.0,65.0,68.0,41.0,42.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,98.0,74.0,43.0,47.0,46.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,84.0,64.0,36.0,35.0,114.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,93.0,73.0,55.0,45.0,132.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,73.0,55.0,34.0,39.0,102.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,75.0,57.0,52.0,35.0,90.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,86.0,66.0,70.0,52.0,113.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,97.0,74.0,78.0,44.0,128.0
Ria de Alvor,summer,1,Afruca farensis,male,adult,False,76.0,58.0,56.0,49.0,109.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,17.0,13.0,8.0,10.0,12.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,16.0,11.0,6.0,10.0,5.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,16.0,14.0,5.0,8.0,5.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,10.0,8.0,4.0,5.0,4.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,17.0,13.0,8.0,8.0,10.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,15.0,11.0,6.0,7.0,8.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,13.0,11.0,4.0,10.0,9.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,15.0,11.0,7.0,6.0,7.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,14.0,11.0,7.0,7.0,12.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,17.0,13.0,7.0,9.0,6.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,17.0,13.0,8.0,18.0,9.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,17.0,13.0,7.0,10.0,9.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,17.0,13.0,6.0,10.0,8.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,True,11.0,9.0,3.0,8.0,7.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,14.0,11.0,6.0,12.0,10.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,17.0,15.0,7.0,15.0,7.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,12.0,9.0,5.0,6.0,7.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,True,11.0,9.0,5.0,8.0,7.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,11.0,10.0,6.0,6.0,12.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,11.0,10.0,5.0,5.0,3.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,13.0,11.0,6.0,4.0,10.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,14.0,11.0,7.0,5.0,14.0
Ria de Alvor,summer,1,Uca olhanensis,female,juvenile,False,15.0,11.0,5.0,7.0,14.0
